case_id,trade_nm,cty_nm,st_cd,h2a_violtn_cnt,h2b_violtn_cnt,findings_start_date,year filed
1545070,Robert E. Hawthorne,Lunenburg,VA,12,0,6/25/2007,2007
1452794,Wagner Harvesting,Mankato,KS,12,0,3/11/2006,2006
1622054,Eckert's,Belleville,IL,12,0,1/20/2011,2011
1667323,Bowman Orchards LLC,Rexford,NY,12,0,1/3/2011,2011
1659157,Kurt Goebel Farms,Elton,LA,12,0,6/21/2010,2010
1642015,"SKB Farms, LLC",Estherwood,LA,12,0,4/14/2010,2010
1620458,Bonnie Plants,Union Springs,AL,12,0,6/30/2009,2009
1526181,Kurt Weiss,Center Moriches,NY,12,0,9/21/2006,2006
1518043,Cotton Hope Farms,Monetta,SC,12,0,1/1/2007,2007
1517350,The Farm at Green Village,Green Village,NJ,12,0,7/25/2006,2006
1496616,Schultz Harvesting,Buhler,KS,12,0,1/1/2007,2007
1489652,"Trust Nursery, Inc.",Pulaski,NY,12,0,8/29/2005,2005
1484170,Billy E. Ferrell,Wylliesburg,VA,12,0,7/13/2005,2005
1461746,Mikkelsen Farms,Devils Lake,ND,12,0,3/1/2005,2005
1617652,Jerry Jones Farm,Snow Hill,NC,12,0,7/15/2009,2009
1653314,"Paul Mazza's Fruit and Vegetable Stand, Inc.",Colchester,VT,12,0,6/6/2010,2010
1449530,Valley Shepherd Creamery,Long Valley,NJ,12,0,4/15/2006,2006
1445139,Judy Best,Taylors,SC,12,0,2/28/2006,2006
1428134,Brenda Hunt,Fountain Run,KY,12,0,12/13/2003,2003
1427224,Everett Chase,Glasgow,KY,12,0,12/3/2003,2003
1703437,Loridale  Farm,Dewitt,VA,12,0,8/13/2011,2011
1418744,Barton Nursery,Edison,NJ,12,0,3/1/2005,2005
1418093,Sheep Improvement Company,Rushford,MN,12,0,1/15/2005,2005
1495579,"Guerry, Inc.",Castleford,ID,12,0,10/24/2006,2006
1484152,Hilton Hudson,Alton,VA,12,0,7/15/2005,2005
1358221,Liberty Company,Gallatin,TN,12,0,8/10/2002,2002
1382790,Daly Farm Partnership,Pukwana,SD,12,0,5/1/2002,2002
1613725,Bobby G. Holloway,Gracey,KY,13,0,4/15/2009,2009
1591163,Riverbend Ranch,Dillon,MT,13,0,8/6/2008,2008
1519715,"Mata Trucking Company, Inc.",Edinburg,TX,13,0,6/24/2008,2008
1530304,Delgado's Landscaping,Passaic,NJ,13,0,4/26/2008,2008
1518279,"Parrish Farms, Inc.",Dundas,VA,13,0,7/9/2006,2006
1667573,"Dobbins, HH & Sons LLC",Lyndonville,NY,13,0,1/20/2012,2012
1661968,Shelby and Jessie Emmick Farms,Lewisport,KY,13,0,7/27/2010,2010
1659134,G2Z Planting,Simmesport,LA,13,0,3/1/2011,2011
1375775,Steve Holder,Durham,NC,13,0,10/11/2002,2002
1654654,Vern Stratton Farms,Orem,UT,13,0,4/1/2011,2011
1614829,Joe Chapman,Alvaton,KY,13,0,7/28/2009,2009
1569610,"Bryant Orchards, Inc.",Fincastle,VA,13,0,7/24/2008,2008
1518914,Jackson Farming Company,Autryville,NC,13,0,1/1/2008,2008
1517858,"P A Farm Labor Services, Inc.",Miami,FL,13,0,4/25/2008,2008
1499978,"Mitzner Brothers, Inc",Buhler,KS,13,0,1/1/2007,2007
1489794,Spear Farms,Nobleboro,ME,13,0,9/9/2005,2005
1461864,Bremo Trees,Bremo Bluff,VA,13,0,11/13/2004,2004
1445244,G & G Farms Inc.,Williamson,NY,13,0,8/25/2006,2006
1626837,"K & J Farms, Inc.",Houston,MS,13,0,8/20/2009,2009
1671997,Keith Gipson dba Gipson Farms,Auburn,KY,13,0,4/15/2010,2010
1364572,Cedar Spring Farm,Essex Junction,VT,13,0,11/1/2003,2003
1632194,"Marker-Miller Orchard, LP",Winchester,VA,14,0,10/7/2009,2009
1622121,Steve Park Apiaries,Palo Cedro,CA,14,0,6/30/2009,2009
1585827,"Watkins Nurseries, Inc.",Midlothian,VA,14,0,7/20/2008,2008
1594002,Stonelick Tree Farm,Goshen,OH,14,0,10/4/2008,2008
1406837,Chesterfield Berry Farm,Moseley,VA,14,0,7/13/2003,2003
1622148,"R & Z Farms, Partnership",Eunice,LA,14,0,6/28/2009,2009
1648340,Flatwoods Harvesting,Felda,FL,14,0,1/2/2011,2011
1631161,Cooper Creek Farm,Woodlawn,TN,14,0,9/29/2009,2009
1580162,Agrecol,Evansville,WI,14,0,6/18/2008,2008
1586743,Garner's Produce,Warsaw,VA,14,0,8/6/2008,2008
1553731,Alfredo LDC,Armonk,NY,14,0,9/1/2007,2007
1550000,"Gaia Herbs, Inc.",Brevard,NC,14,0,10/1/2007,2007
1549252,Springs Farm,Fort Mill,SC,14,0,3/1/2008,2008
1519439,DePiero's Farm,Montvale,NJ,14,0,1/1/2008,2008
1553815,Flat Hill Orchard,Lunenburg,MA,14,0,7/7/2007,2007
1526608,Brian Campbell Farm,Berwick,PA,14,0,10/12/2006,2006
1485120,"Oliver Farms, Inc.",Macomb,MI,14,0,10/21/2005,2005
1484165,David A. Williams,Blairs,VA,14,0,7/9/2005,2005
1469563,Olguin Fructuoso FLC,Arcadia,FL,14,0,12/23/2006,2006
1631804,Harlow Farm,Westminster,VT,14,0,10/5/2009,2009
1583365,"3 Oaks Farms & Nurseries, LLC",Meridian,MS,14,0,6/8/2008,2008
1449764,Jenkinson Nurseries,Long Valley,NJ,14,0,3/27/2006,2006
1437916,P & H Forestry,Hermitage,AR,14,0,1/4/2005,2005
1493192,Pettit Farms,Medina,NY,14,0,11/12/2005,2005
1653310,Kenny Powell,Emporia,VA,14,0,6/5/2010,2010
1697834,Zenner Orchard,Fredericksburg,TX,14,0,1/31/2012,2012
1697238,Circle W Farms,South Hill,VA,14,0,6/22/2011,2011
1621424,Leonard R. Griles,Randolph,VA,14,0,7/14/2009,2009
1357512,Coach's Cedar Creek Farm,Lucedale,MS,14,0,6/16/2002,2002
1626613,"Maynard Farms, Inc.",Ulster Park,NY,14,0,1/1/2010,2010
1621765,"Martinelli Vineyards Management, Inc",Windsor,CA,15,0,5/9/2011,2011
1612746,"DeSoto Fruit and Harvesting, Inc.",Arcadia,FL,15,0,9/6/2009,2009
1627504,Tower Family LLP,Youngstown,NY,15,0,9/13/2009,2009
1595116,McKee Whitaker Farm/ Chad Whitaker,Cynthiana,KY,15,0,10/22/2008,2008
1656253,"Oasis Harvesting, Inc.",Lake Placid,FL,15,0,5/23/2010,2010
1586788,Amy's Garden,Quinton,VA,15,0,8/7/2008,2008
1372345,"Global Horizons, Inc., FLC",Preston,MD,15,0,6/21/2004,2004
1409205,Atkins Farms,Cameron,NC,15,0,1/1/2005,2005
1374374,Barton Nurseries,Edison,NJ,15,0,2/2/2003,2003
1652063,"Joe Snow, AGER",State Road,NC,15,0,3/29/2010,2010
1657245,Barry Wright Farms,Lewisburg,KY,15,0,4/5/2010,2010
1655705,Jil Farms,Gould,AR,15,0,4/3/2000,2000
1545050,Sandy Creek Farms,Jetersville,VA,15,0,6/6/2007,2007
1517303,Labor Camp 505,Johnston,SC,15,0,6/11/2008,2008
1515300,Michael W. Roberts Farm,Eminence,KY,15,0,6/6/2006,2006
1631805,Misty Knoll Farm,New Haven,VT,15,0,11/4/2009,2009
1454527,Perez Labor Contractors,Columbia,TN,15,0,6/8/2006,2006
1445242,"Bloom's Relax Lawnscaping, Inc.",Youngstown,NY,15,0,6/17/2004,2004
1671996,David A. Cartmill,Woodburn,KY,15,0,11/28/2010,2010
1528038,Russell Spradlin,Glasgow,KY,15,0,11/8/2006,2006
1550085,Tom Maneotis,Oak Creek,CO,15,0,1/26/2009,2009
1622133,C&M Newton Farms,Batchelor,LA,15,0,8/16/2009,2009
1631810,"Lakeview Orchards, Inc.",Burt,NY,16,0,10/9/2009,2009
1616666,Roberts Ranch,Cokeville,WY,16,0,7/29/2009,2009
1583367,"Needmore Fisheries, LLC",Glen Allan,MS,16,0,11/8/2008,2008
1562709,Mandujano Farms,Watsonville,CA,16,0,3/1/2009,2009
1554049,Knapp Farms,Rocky Ford,CO,16,0,7/27/2008,2008
1294755,William Farris,Great Bend,KS,16,0,5/15/2003,2003
1457626,John Camp Farm,Trenton,KY,16,0,11/17/2004,2004
1651356,John E. Naegelin III,Devine,TX,16,0,2/1/2011,2011
1660385,Glen Gerving Farms,Glen Ullin,ND,16,0,3/22/2010,2010
1657252,Timathy E. Sapp dba Sapp Farms,Greenville,KY,16,0,4/1/2010,2010
1632759,Sunhill Orchard  Camp#1,Aspers,PA,16,0,5/22/2010,2010
1544089,"Star Nursery, Incorporated",Belle Chasse,LA,16,0,10/11/2007,2007
1535009,Kona Queen Hawaii Inc,Captain Cook,HI,16,0,10/15/2007,2007
1524310,"WH Walker & Son, Inc",Clintondale,NY,16,0,11/9/2007,2007
1494619,Delta Egg Farm,Salt Lake City,UT,16,0,11/9/2005,2005
1493195,J & R Fruit Farms,Hamlin,NY,16,0,8/15/2007,2007
1446762,Reese Farms,Scottsburg,VA,16,0,7/14/2004,2004
1697223,"Tobacco Road Farms, Inc.",Dolphin,VA,16,0,6/22/2011,2011
1624498,"Dayton Valley Turf, Inc.",Reno,NV,16,0,1/1/2011,2011
1489683,Lowe Farms,Murray,KY,16,0,4/28/2006,2006
1375769,David & Richard Pope,Knightdale,NC,16,0,4/18/2004,2004
1414688,Flippen Hillbilly  Barn,Troy,TN,16,0,3/4/2005,2005
1397245,Metcalfe Wholesale Florist,Hopkinsville,KY,16,0,5/3/2003,2003
1381318,Brian Tofteland,Antler,ND,16,0,3/20/2004,2004
1325984,Heartland Incorporated Systems,Fargo,ND,17,0,5/16/2003,2003
1597764,Allred Land & Livestock,Fountain Green,UT,17,0,10/27/2008,2008
1590964,J-Six Enterprises,Seneca,KS,17,0,9/14/2008,2008
1615309,Cunningham Orchard,Palisade,CO,17,0,4/12/2009,2009
1558691,Ameele Farms,Walworth,NY,17,0,9/3/2009,2009
1486778,"Harris Farms, Inc",Roper,NC,17,0,1/1/2007,2007
1561823,David L. Williams,Richmond,KY,17,0,12/18/2007,2007
1416991,"Owen Farms, Inc.",Blairs,VA,17,0,4/15/2004,2004
1645469,"Darley Stud Management, LLC",Lexington,KY,17,0,4/17/2010,2010
1659128,"Live Oak Gardens, Ltd",New Iberia,LA,17,0,8/7/2010,2010
1526614,Marakovits Family LLC-Laury's Station Camp,Walnutport,PA,17,0,10/17/2006,2006
1518285,Virginia Lawn & Landscape,Williamsburg,VA,17,0,8/26/2006,2006
1475794,Mount Juliet Vineyards,Crozet,VA,17,0,5/8/2005,2005
1671988,Walker Brothers,Adairville,KY,17,0,11/27/2010,2010
1655860,Eddie Dyer,Harned,KY,17,0,7/13/2010,2010
1390149,Pettiet Harvesting,Tulia,TX,17,0,5/7/2004,2004
1555193,"Roeder Honey Farms, Inc.",Dixon,NE,17,0,2/11/2009,2009
1485921,Grady Farming,Faison,NC,18,0,1/1/2007,2007
1622156,"Halbert's Nursery, LLC",Forest Hill,LA,18,0,6/24/2009,2009
1611594,The Farm at Green Village,Green Village,NJ,18,0,3/9/2011,2011
1599317,Pioneer Fruit Farms,Marlboro,NY,18,0,1/1/2009,2009
1612654,Perry Apiary dba,Arcadia,FL,18,0,1/1/2010,2010
1518292,Keith Brankley,Skipwith,VA,18,0,7/22/2006,2006
1518281,"SJB Farms, Inc.",Dundas,VA,18,0,7/12/2006,2006
1668265,Donato Farms Inc.,Modena,NY,18,0,11/1/2010,2010
1682904,"Ramos, Isabel C. - FLC",Sebring,FL,18,0,11/13/2012,2012
1655414,West Farms,Eunice,LA,18,0,5/2/2010,2010
1651942,"Terra Farms, Inc",Harrisonville,MO,18,0,5/9/2010,2010
1610793,Abrams Nursery,Pewee Valley,KY,18,0,6/9/2009,2009
1432913,Dalsted Bros. Harvesting,Langdon,ND,18,0,4/15/2005,2005
1458508,Appledale Orchards,Mexico,NY,18,0,9/30/2004,2004
1697835,ITZ Garden,Fredericksburg,TX,18,0,3/29/2012,2012
1207568,Allison Creek Sheep Company,Riggins,ID,18,0,1/16/2000,2000
1622142,"Loreauville Harvesting, LLC",Loreauville,LA,19,0,7/19/2009,2009
1591372,Forrence Orchards,Peru,NY,19,0,3/21/2010,2010
1562478,PK Edmondson Farm,Vardaman,MS,19,0,10/28/2008,2008
1579713,Merri L. Siddons,Fort Worth,TX,19,0,6/4/2008,2008
1653490,Grace Brothers Landscaping,North Royalton,OH,19,0,4/24/2010,2010
1644511,Paul Schexnayder Farms,New Roads,LA,19,0,4/19/2010,2010
1530408,Lucas Vineyards,Interlaken,NY,19,0,1/1/2008,2008
1517141,Barton Nursery,Edison,NJ,19,0,2/20/2008,2008
1496234,King Nursery,Greensburg,PA,19,0,11/19/2005,2005
1489648,Reeves Farms,Baldwinsville,NY,19,0,8/11/2005,2005
1470498,Monetta Peach Packers,Monetta,SC,19,0,1/8/2007,2007
1461168,Holden Brothers Produce,Shallotte,NC,19,0,1/1/2006,2006
1653304,"S. Mazza Farmstand and Greenhouses, Inc.",Colchester,VT,19,0,5/17/2010,2010
1579674,Thurlow Farms,Leonardville,KS,19,0,5/3/2008,2008
1656292,Franke's Nursery LLC,Marion,NY,19,0,6/11/2010,2010
1652170,"Bonnie Plants Farm - Old Diz Nursery, Inc",Troy,AL,19,0,12/15/2009,2009
1632757,Sunhill Orchard Camp #2,Aspers,PA,19,0,5/22/2010,2010
1615508,Allen Livestock,Hotchkiss,CO,20,0,4/14/2009,2009
1621428,Giles Tobacco Farms,Chatham,VA,20,0,7/10/2009,2009
1571765,Evin's Mill Nursery,Smithville,TN,20,0,2/22/2008,2008
1584399,Voelpel Farms,Newfane,NY,20,0,9/20/2008,2008
1531943,"Hamilton Growers, Incorporated",Norman Park,GA,20,0,3/25/2008,2008
1554374,S.W.A. Tobacco,Southwick,MA,20,0,8/1/2007,2007
1648187,Greenfield Applications,Lexington,NE,20,0,10/23/2011,2011
1632870,Hart Land and Cattle/Hart to Hart,Chaseley,ND,20,0,12/13/2010,2010
1657234,Carter's Tobacco Farm,Mayfield,KY,20,0,4/19/2010,2010
1655620,Gerten Greenhouses,Inver Grove Heights,MN,20,0,7/12/2010,2010
1592198,Amistad Dairy,Clovis,NM,20,0,3/17/2009,2009
1495936,Hart Tree Farm,Grassy Creek,NC,20,0,4/11/2007,2007
1617847,Coosaw AG Housing Unit #1,Fairfax,SC,20,0,4/14/2011,2011
1469155,Diamond X Ranch,Donnelly,ID,20,0,9/1/2005,2005
1446431,"Ray Emerson, Jr.",Dry Fork,VA,20,0,7/21/2004,2004
1427226,Daryl T. Templeman,Elkton,KY,20,0,12/1/2003,2003
1659978,Mesa View Orchard,Palisade,CO,20,0,7/17/2010,2010
1632201,"Westwood Farm, Inc.",Berryville,VA,20,0,10/4/2009,2009
1381707,"Angel Plants, Inc.",Dix Hills,NY,20,0,12/30/2002,2002
1684523,"M.O.D., LLC",Lake Placid,FL,20,0,2/6/2011,2011
1581631,Spring Creek Nursery,Tulsa,OK,21,0,8/6/2008,2008
1558491,Zach Mason Farms,Fowler,CO,21,0,6/22/2008,2008
1590754,A & F Sheep Company,Bakersfield,CA,21,0,8/10/2009,2009
1551431,Vienna Tree Farm,Vienna,OH,21,0,8/18/2007,2007
1550123,Pine Hill Church Rd.,Johnston,SC,21,0,6/23/2009,2009
1621003,Tommy Broughton,Scottsville,KY,21,0,7/29/2009,2009
1667023,Mulnite Farms,Broad Brook,CT,21,0,8/21/2010,2010
1409695,Gene Witt Farms,Shelbyville,KY,21,0,7/14/2003,2003
1405190,Tidwell's Berry Farm,Spring City,TN,21,0,3/25/2005,2005
1587005,"Pavkov, Joe",Gooding,ID,21,0,8/1/2008,2008
1665193,"Mead Orchards, LLC",Tivoli,NY,21,0,3/1/2011,2011
1665196,Pavero Cold Storage,Highland,NY,21,0,8/1/2011,2011
1604267,Ornelas Harvesting Inc.,Reidsville,GA,21,0,12/18/2008,2008
1529209,Steve Edwards Farm,Greensburg,KY,21,0,12/4/2006,2006
1475797,"Grelen Nursery, Inc.",Orange,VA,21,0,5/5/2005,2005
1463213,Jonathan Bellamy,Park City,KY,21,0,12/6/2004,2004
1548437,Frick Labor Camp,Monetta,SC,21,0,1/7/2009,2009
1480934,Markowski Farms,West Suffield,CT,21,0,6/14/2005,2005
1628999,"A Team Harvesting 2, LLC",Logan,KS,21,0,8/23/2009,2009
1526950,3-R Orchards,Wapato,WA,22,0,5/6/2008,2008
1610796,"Trends, Inc.",Bardstown,KY,22,0,8/4/2010,2010
1613154,Hansen Farms LLC,Stanley,NY,22,0,5/18/2009,2009
1615868,"Browning's Honey Company, Inc.",Idaho Falls,ID,22,0,4/21/2009,2009
1609513,Shatley Farms LLC,Jefferson,NC,22,0,1/3/2010,2010
1622230,David Feagin,Murray,KY,22,0,4/15/2009,2009
1588042,Markowski Farms,West Suffield,CT,22,0,8/10/2008,2008
1520861,Phyto Ecology,Ridgely,MD,22,0,3/10/2008,2008
1461249,Black Falcon Enterprises,Pratt,KS,22,0,7/15/2006,2006
1513764,Select Tree Farms Inc.,West Valley,NY,22,0,2/4/2008,2008
1495626,"Timber Ridge Fruit Farm, LLC, AGER",Gore,VA,22,0,10/28/2005,2005
1437384,Aspen Valley Inc,Milbank,SD,22,0,3/26/2005,2005
1642125,"Olguin, Alejandro - FLC",Nocatee,FL,22,0,11/21/2011,2011
1555135,Jones Farms,Georgetown,OH,22,0,8/24/2007,2007
1654953,Native Seed Company,Lehi,UT,22,0,6/28/2010,2010
1414455,Harmony Valley Farm,Viroqua,WI,22,0,9/15/2003,2003
1521580,Todd Webb,Bowling Green,KY,22,0,8/6/2007,2007
1391716,George Love,Layton,UT,22,0,2/18/2003,2003
1493199,"Zingler Jr., Rudy Farms",Kendall,NY,22,0,1/1/2007,2007
1308864,"Zelenka Nursery, Inc.",Grand Haven,MI,23,0,8/30/2003,2003
1526948,Robert Valicoff Jr. Ranch,Wapato,WA,23,0,5/6/2008,2008
1560910,Cal Farms,Madras,OR,23,0,6/1/2009,2009
1575773,"Wafler Farms, Inc.",Wolcott,NY,23,0,6/6/2008,2008
1663700,"Joel Boseman, AGER",Battleboro,NC,23,0,8/9/2011,2011
1542192,Clint Hayden,Bardstown,KY,23,0,4/8/2007,2007
1528145,Hunters Run Farm,Neptune,NJ,23,0,10/2/2008,2008
1478005,N Ornelas Harvesting,Reidsville,GA,23,0,11/30/2006,2006
1487481,"Flowers Brothers Farms, LLC",Ty Ty,GA,23,0,8/23/2005,2005
1639033,"Barajas, Carlos  FLC d.b.a. Red Harvest",Lake Placid,FL,23,0,12/5/2011,2011
1629501,Wayne Moss d/b/a Norton Creek Farms,Franklin,NC,23,0,1/8/2011,2011
1656281,"Friedrich Enterprises, Inc.",Judsonia,AR,23,0,7/19/2010,2010
1529237,Cundiff Farms,Cadiz,KY,23,0,12/10/2006,2006
1314222,Star Brite Farms ( John Kruger),Hardwick Township,NJ,24,0,5/1/2003,2003
1372213,Van Elliott,Creedmoor,NC,24,0,4/1/2003,2003
1302517,Beidler Brothers Dairy,Orient,SD,24,0,1/1/2003,2003
1623887,Dwain Bell,Murray,KY,24,0,7/20/2009,2009
1622231,Mahan Farms,Paris,KY,24,0,7/12/2009,2009
1622232,Steve Ernstberger,Murray,KY,24,0,7/20/2009,2009
1592084,Amy and Gerry's Hepworth Farm,Milton,NY,24,0,1/1/2009,2009
1517992,Sunrise Orchards,Rio Oso,CA,24,0,2/1/2008,2008
1656113,Rouse Ivey,Mount Olive,NC,24,0,3/10/2011,2011
1517299,Labor Camp 303,Johnston,SC,24,0,6/17/2008,2008
1465757,Loomer Brothers,Fergus Falls,MN,24,0,5/24/2006,2006
1633399,Farm Pak - Barnes Farming,Spring Hope,NC,24,0,1/1/2010,2010
1418463,C + E Tobacco,Southwick,MA,24,0,9/13/2003,2003
1358225,J.B. Donoho & Sons Nursery,Portland,TN,24,0,7/27/2002,2002
1328281,Great Bend Co Op,Great Bend,KS,25,0,7/1/2003,2003
1525019,Ricker Hill Orchards,Turner,ME,25,0,10/25/2006,2006
1622139,"Jordan Newton, Inc.",Bunkie,LA,25,0,6/28/2009,2009
1580866,"Highview Valley Farms, Inc.",Raywick,KY,25,0,5/9/2008,2008
1613156,"Roberts Circle R Fruit Farms, Inc.",Kent,NY,25,0,11/7/2009,2009
1579667,"Keesecker Agri Business, Incorporated",Washington,KS,25,0,5/6/2008,2008
1523881,Fullmer Cattle Company,Muleshoe,TX,25,0,1/1/2008,2008
1381059,Kent Perkins,Claremont,SD,25,0,5/15/2004,2004
1654147,Carlson Orchards,Harvard,MA,25,0,6/26/2010,2010
1525997,Domiano Farms,Independence,LA,25,0,1/1/2008,2008
1517296,Gene Forrest Camp,Ward,SC,25,0,6/10/2008,2008
1510015,"Bell Nursery USA, LLC - Virginia Division",Montpelier,VA,25,0,1/4/2008,2008
1482654,Robey Farm,Adairville,KY,25,0,6/26/2005,2005
1669086,Fruit Hill Orchard,Winchester,VA,26,0,8/28/2012,2012
1513766,"Intergrow Greenhouses, Inc.",Albion,NY,26,0,8/1/2007,2007
1642128,"Olguin, Moises FLC",Arcadia,FL,26,0,11/21/2011,2011
1587243,Triple C Farms,Chesnee,SC,27,0,7/20/2008,2008
1525920,Wayne Moss d/b/a Norton Creek Farms,Cashiers,NC,27,0,8/25/2007,2007
1463369,"Virginia Growers, Inc",Montpelier,VA,27,0,12/11/2004,2004
1642002,"Fox Enterprises of Louisiana, LLC",Forest Hill,LA,27,0,2/23/2010,2010
1373355,John Harold Enterprises dba Tuxedo Corn,Olathe,CO,27,0,7/1/2004,2004
1596780,Stoudt's Fruit Farm,Hamburg,PA,28,0,10/15/2008,2008
1616888,Holubec Farms,Midkiff,TX,28,0,7/6/2009,2009
1554767,Davis Tree Farm and Nursery,Valley City,OH,28,0,8/1/2007,2007
1443855,Williams Farms,Rolla,KS,28,0,4/6/2005,2005
1562978,"Porpiglia Farms, Inc.",Marlboro,NY,28,0,10/30/2007,2007
1559733,Apple Acres. LLC,La Fayette,NY,28,0,3/16/2009,2009
1485307,Robert Jenkinson Nurseries,Long Valley,NJ,28,0,10/1/2006,2006
1615470,Magnolia Farm Association,Mc Neil,AR,28,0,3/1/2010,2010
1526977,"Beak & Skiff Apple Farms, Inc.",La Fayette,NY,28,0,1/6/2008,2008
1655402,Dahlia G. Guerrero (FLC),Vidalia,GA,28,0,4/6/2012,2012
1386300,Jaime Schemper,Holdrege,NE,28,0,5/1/2003,2003
1650803,Markowski Farms,West Suffield,CT,28,0,10/3/2009,2009
1376580,Jones & Church Farms,Unicoi,TN,28,0,4/15/2004,2004
1175685,Southern Light Farms,Clarksville,TN,29,0,3/14/2001,2001
1591503,"Emmi & Sons, Inc.",Baldwinsville,NY,29,0,8/14/2008,2008
1620007,Shawnee Farm,Harrodsburg,KY,29,0,10/29/2009,2009
1569334,Morrill Hay Company,Larned,KS,29,0,2/20/2008,2008
1555648,Dragoon Mt. Vinyard,Willcox,AZ,29,0,6/1/2008,2008
1541487,"Olguin, Moises (H-2A)",Arcadia,FL,29,0,11/29/2008,2008
1513449,Gary Craft and Stephanie Ludwig d/b/a,Macedon,NY,29,0,9/25/2006,2006
1414184,Kevin Bryl Harvesting,Devils Lake,ND,29,0,4/15/2004,2004
1372215,Donnie Englebright,Oxford,NC,30,0,4/1/2003,2003
1590020,Monte Vallot's Farm,Abbeville,LA,30,0,7/31/2008,2008
1612750,"Mity Mole, Inc.",Arcadia,FL,30,0,11/22/2009,2009
1645467,"Lane's End Stallions, Inc.",Versailles,KY,30,0,5/5/2010,2010
1635294,Great Lakes Glads,Bronson,MI,30,0,6/13/2010,2010
1489662,Sartorie Farms,Billings,MT,30,0,5/6/2006,2006
1517583,Phillips Farm,Milford,NJ,30,0,12/1/2007,2007
1401649,"Ochoa, Jesus B FLC",Lake Placid,FL,30,0,11/1/2004,2004
1642000,"Landry-Poche' Strawberry Farm, Inc.",Holden,LA,30,0,1/22/2010,2010
1415165,Lanni Orchards,Lunenburg,MA,30,0,9/13/2003,2003
1518891,Lakeside Camp #2,Fairfax,SC,30,0,2/1/2008,2008
1622416,Russelburg Farms,Fancy Farm,KY,30,0,8/11/2009,2009
1573223,Buster's Tree Farm - AGER,Amarillo,TX,31,0,10/23/2008,2008
1499974,"Global Horizons, Inc.",Los Angeles,CA,31,0,11/9/2005,2005
1517302,Labor Camp 404,Johnston,SC,31,0,6/11/2008,2008
1615548,Pacco Irrigation and Farm Supply Company Inc.,Turrell,AR,31,0,7/26/2007,2007
1618698,Cramer's Posie Patch,Mount Joy,PA,32,0,6/1/2009,2009
1571584,Center Hill Nursery,Smithville,TN,32,0,2/27/2008,2008
1525403,Roger McClaen Harvesting,Britton,SD,32,0,3/1/2007,2007
1652056,"George Mabe, AGER",Danbury,NC,32,0,5/1/2010,2010
1484148,Elvis Witcher,Rocky Mount,VA,32,0,7/17/2005,2005
1588636,Altadis Shade Company,Somers,CT,32,0,7/13/2010,2010
1381588,"Apple Acres, LLC",Lafayette,NY,32,0,1/9/2004,2004
1364231,Barnes Farming Corporation,Spring Hope,NC,32,0,1/1/2004,2004
1583721,Gibko Trees and Nursery,Bunkie,LA,33,0,6/17/2008,2008
1551432,Secor Nursery,Perry,OH,33,0,7/3/2007,2007
1547318,Monetta Peach Packers,Monetta,SC,33,0,1/7/2009,2009
1558378,CS Chopping,Mandan,ND,33,0,4/8/2009,2009
1527683,"Anthony DeMarco & Sons, Inc.",Elbridge,NY,33,0,5/13/2007,2007
1620377,Coots Farms,Allensville,KY,34,0,7/27/2009,2009
1622151,"Ryland Enterprises, Inc.",Effie,LA,34,0,7/27/2009,2009
1421480,Cameron Farms,Sunrise Beach,MO,34,0,11/23/2003,2003
1675900,Triplet Farms,Lafayette,TN,34,0,12/1/2010,2010
1618123,G & G Farms,Williamson,NY,35,0,7/9/2009,2009
1584749,Travis Lambourn,Bowman,ND,35,0,3/1/2009,2009
1694058,Hermann J. Weimer Vineyard,Dundee,NY,35,0,6/30/2011,2011
1621262,"McDougall & Sons, Inc.",Wenatchee,WA,36,0,6/7/2009,2009
1571579,Odom Nursery Company Incorporated,Morrison,TN,36,0,2/27/2008,2008
1518046,Padgett Pond Road,Monetta,SC,36,0,6/19/2008,2008
1495542,Cane Creek Farm,Vardaman,MS,36,0,1/1/2007,2007
314159,New River Tree Co,W.Jefferson,NC,37,0,3/29/1996,1996
1588054,"Mulnite Farms, Inc.",Broad Brook,CT,37,0,9/6/2008,2008
1623015,Cecil Tobacco,Owensboro,KY,37,0,8/2/2009,2009
1444480,Karni Family Farm,Shelbyville,MI,37,0,10/1/2004,2004
1514789,B & R Harvesting,Collins,GA,37,0,5/15/2006,2006
1502981,"Torres, Ramiro FLC",Lake Placid,FL,37,0,12/3/2007,2007
1457627,Brad Minton/Maple Breeze Farms,Hopkinsville,KY,37,0,11/16/2004,2004
1598251,"Mammoser Farms, Inc.",Eden,NY,38,0,4/1/2009,2009
1631181,William L. Whitacre Orchards,Cross Junction,VA,38,0,9/20/2009,2009
1558946,"Emmi & Sons, Inc.",Baldwinsville,NY,38,0,5/10/2009,2009
1364237,"James E. Lee, Jr.",Moncure,NC,38,0,4/1/2003,2003
1528918,Landreth Farms,Vardaman,MS,38,0,10/29/2006,2006
1604068,Sunny South Packing Company,Arcadia,FL,39,0,12/1/2010,2010
1584895,"Sierra Cascade Nursery, Inc",Susanville,CA,39,0,3/15/2010,2010
1615310,Sowell Orchards,Palisade,CO,39,0,4/12/2009,2009
1510037,Lewis Nursery,Cascade,VA,39,0,5/19/2006,2006
1489393,Daryl Hardwick Farm,Nakina,NC,39,0,1/1/2007,2007
1409221,Lorenzo Loredo,Marshall,NC,39,0,8/16/2003,2003
1050980,Bland Farms,Reidsville,GA,39,0,10/1/1988,1988
